"""Don't work"" isn't much to go on, regardless of how obvious the problem is. If there is an error message then you should let us know what the message is and where. And no, it doesn't help to tell us it's on line 42.",1
You create the print writer pointing to the system out stream. Or standard out or simply : the console. It is all there in your code. Just read all of the relevant javadoc.,1
"I was about to post an answer with code to your ""save listbox to text file"" question but you deleted it!  Reply to this if you still need it.",1
"for the input max_trail([[4],[5,7],[3,4,2],[8,3,6,1]]), its sholud return 21, but i get error. someone can fix it me please??",1
"@RiteshGajera you didnt understand my point correctly. read it again if you havent. Without scrollview you wont be able to scroll through a complex long xml based form for e.g a long data entry form with dozens of fields one below another and one of them being a SupportMapFragment maybe to enter location. If you add a scrollview to the root of this layout, then you can scroll the form to view all fields, else you cant. And now in this case the SupportMapFragment wont take touch events such as scroll up and down inside map or zoom in out, and so you need to do something like I answered above",1
"Compile it (I don't think it is). Run it. If you face exception, let us know. Sure we will help.",1
"""Unident""... One indent to rule them all...",1
"`%` is just a language function, like concatenation or multi-line strings. Using external resources (like an extra file that's not included in the quine) is plain cheating.",1
"@Hans Passant: So, you're saying it's a reboot, right? Not a shut-down.",1
"yes, it is proper call",1
Would this work for Retrofit2?,1
as in maximum temperature,1
Please add your code.,1
"Ok I am not asking anybody to do my job, just asking if there is anybody that has done something like what i am asking. The reason I posted the question is because looking here: https://msdn.microsoft.com/en-us/library/system.net.mail.smtpclient(v=vs.110).aspx there is no OnSend or beforeSend or something like that. The SmtpClient class only provides SendCompleted event",1
Start [here](https://docs.oracle.com/javase/tutorial/java/javaOO/objectcreation.html).,1
What's in the variable $customer?,1
Pressing enter will just create another row of input.    LOL,1
Seems like the code you have provided is just to fill the question box .,1
Can you please show any of the code you've written so far?,1
"Do you need a count per line, or a count for the whole file?",1
@akshayk07 It's not even C. It's Arduino's version of C++.,1
"Well, in that case @Mikael-faust as others have mentioned below it should be `int checkbit(int x){`. The first `int` being the return type of the method and the second `int` being the type of the parameter passed in.",1
"Sorry, I am new to this site, so go easy on me :) I just need a function that will store user input value somewhere (perhaps an array) and upon request will display the summary of all inputs so far.",1
what is the problem?,1
"""I have an assumption that this proves is incorrect. Why is the proof incorrect?"" Answer: Your assumption is wrong, not the proof",1
"Please take the [tour], have a look around, and read through the [help], in particular [*How do I ask a good question?*](/help/how-to-ask)",1
you can turn the list of integers into a single string and parse it out on the other side.,1
"what do you mean ""seen"" as already clicked? visually/style? programatically (an attribute)?",1
Please show what you have tried so far,1
"@Dims: No, it really doesn't `Date` is an instant in time - a number of milliseconds since the Unix epoch. It's not since some arbitrary point in time - it has a well-specified origin. The longer you fight against this, the longer you will have problems. *Please* accept it. If you don't believe me, you should read the `java.util.Date` documentation, which starts ""The class Date represents a specific instant in time, with millisecond precision.""",1
"In `scanf(""%s"", s[i])` you're asking the compiler to generate code to read a string (the `""%s""`) and put that string in an invalid location (`s[i]` is a value of type `char`). You need to fix this (among other minor things)",1
where is your select code? how is that linked to this label? When do you want to alert the value?,1
"""not working"" isnt an error , what error php does yield? or what is the expected behaviour you do not get?",1
Well done guys :),1
try looking at MSDN on the DateTime for examples of what other properties you can access.. this pretty straight forward in regards to the documentation,1
Any effort so far? .NET has `File.Move` method. And you can schedule your program in a _Task Scheduler_ for check every minutes for example..,1
"Sounds like you are looking for the [DirectionsMatrix](https://developers.google.com/maps/documentation/javascript/distancematrix) (also a [Web Service](https://developers.google.com/maps/documentation/distancematrix/).  However there are limitations, whether it will work will depend on how many locations you need distances between.",1
@infiniteRefactor in my situation I am receiving date time from another source and it is constructed from parts. And I need to print exactly these parts. Your case is irrelevant.,1
Have you tried different optimization options?,1
"@PhilipJF Don't know why I'm responding to this nonsense, but typeclasses don't have subtyping, don't have implicit self reference, and don't have inheritance. The ""Haskell's Overlooked Object System"" paper has a good discussion of why typeclasses don't do the job (and hence what it proposes instead), and I think the O'Haskell paper also motivate the differences quite well. Anyway, implicit parameters are not idiomatic Haskell these days, and unlikely to make it into a standard, and once you start to involve unsafeCoerce then you're clearly off the reservation.",1
Where would you store the certain amount or is this a fixed amount every month?,1
Need to use \n for cleaner output.,1
This worked.. Great.. Thanks !,1
"@StoryTeller, thanks.",1
It is not an integer?uhmmm maybe a string,1
"@OldProgrammer In this case yes, but in other cases it can be doubles",1
@user1056903 _he size of the vector should be 1 after `intVec[0] = 1`_ No. What makes you think so? I'd recommend you first consult the [reference documentation](http://en.cppreference.com/w/cpp/container/vector/operator_at) before making wild assumptions.,1
why are you reading `r` from `stdin`? It is the result variable.,1
Add more content to your question,1
"No, I don't have the variable $username yet. How to set this up and connect with the value in my mysql database?",1
It does what it's supposed to do.,1
sorry but even after i fixed that it still doesnt work,1
The answer does not say such a thing. Private constructors are merely a way of enforcing the singleton pattern. You only cheat it by having your main inside that class.,1
What did you attempt and what were your results?,1
@Pleun. But there isn't an f word here...,1
@Scuzzy what are u trying to say,1
you can type any file extention like .txt .exe,1
"maybe I explained badly ,Lets explain my scenario: I have a map and I crawl some locations and store them on database I want to show the location on the map as soon as they added to database so how can I understand the new rows is added?",1
@VaibhavKatwate please check my ans for single dot,1
"@happymacarts So do it (as Barmar said) in the CSS/HTML, yeah?",1
"@CharlesMager Doesnt matter, this is just a sample code. It cant find the class, has nothing to do with a missing constructor",1
How urgent?..............,1
"Please take the [tour](https://stackoverflow.com/tour), read [How to Ask](https://stackoverflow.com/help/how-to-ask) and [Minimal, Complete, and Verifiable example](https://stackoverflow.com/help/mcve). Please verify [Why is “Can someone help me?” not an actual question?](http://meta.stackoverflow.com/q/284236) and then please edit your question.",1
I am new in share point. I dont know what to do and how to do.,1
"This discussion obviously has no end. It´s your right to help or not but as you see someone bothered to help and you spent more time arguing with me in chat then actually do something useful at this thread. I got your point, hope you got mine.",1
Because `sumNumbers` returns `0`.,1
"or Customer.objects.filter((prod)=""abc""). It shouldn't",1
"sorry, I have edited now. The data was missing.",1
Start with examining some example programs which are **very** easy to find.,1
yes it has but MS Visual Studio 2010 is saying that .text type of property doesnot exist.,1
This post does not answer the question. The question is about building a release for IOS using the command-line tools. Not the Online-Build-Service.,1
"@ThomasKläger you are correct, need to fix that",1
"@NikhilChitale: Yes, we can see _where_ the error is since you've stated that in your post already but _what_ error are you getting? With the information you've given us so far I can only assume it's a FileNotFoundException.",1
"If the same exact principles applied to all programming languages, why would anyone ever become frustrated and decide to create their own?",1
The part of the question after sorted array seems to be a part of a completely different problem.,1
Please be so kind and provide more information about your table structure.,1
Are you sure you don't mean char[] ?,1
"At the right-top corner of the page, you will find `Since: API Level 11`.",1
"Welcome to StackOverflow. To ask about what X is needed for, you should first get a basic understanding of what X is. Read about Java threads and then come back with a more specific question, if you will have one.",1
"Questions seeking debugging help (""why isn't this code working?"") must include the desired behavior, a specific problem or error and the shortest code necessary to reproduce it in the question itself. Questions without a clear problem statement are not useful to other readers. See: How to create a [mcve]. Use the ""edit"" link to improve your *question* - do not add more information via comments. Thanks!",1
@AleyaAli any reason to deselect as answer?,1
"First of all, you should give your variables meaningfull names instead of just random letters. Second of all, ident properly!",1
"Can you at least comment on the answers already given? As of now you just asked how to identify ""valid"" and ""invalid patterns"" and gave examples what you consider valid or invalid. But you didn't say what _exactly_ you want to match and what not. You asked for a regex or to _""make code for match this patterns""_. Together with your latest comment (_""then may be he/she has not much knowledge about regular expression and string""_) this translates to _""give me the codes and if you're too dumb, then don't downvote things you don't know of""_.",1
"@DHorse: Yes, more or less. Whether you created an object with object literal notation or not has no bearing whatsoever on the object itself -- it's just an initialisation syntax.",1
"This `var_dump` will obviously give `false`, otherwise the question would not have been asked.",1
can you give an ex,1
"As far as I can see, there's no conversion from float or double in any version, but they're both undefined due to signed integer overflow.",1
Yes that is exactly it.,1
how to add Tony Million's version of Reachability.h and Reachability.m to the project?,1
"In two cases, you're returning a pointer that doesn't come from `malloc`.",1
Why do you print `i` but then `&sum`?,1
What is your aim?,1
What about dayNumber/(sumOfDaysInMonthUntilThisMonth) ?,1
"@Olaf sorry, but I didn't get you ☹ In the answer no `xor`, and I don't see the `0 && <expression>`. I assume that you meant the code `int n=0 && scanf(""%d"",&n) …` inside the question, then it isn't what you thought — the idea is that the variable `n` being declared without a semicolon, which is a constraint of the puzzle.",1
Compile and run the code. Add lots of logging until you do understand it. (Do you know yet which half of the `if` executes?),1
"@narendrak, check out joins, illustrated in a very clear way, all details in the [Link](http://blog.codinghorror.com/a-visual-explanation-of-sql-joins/) here",1
I think you should read some basic lecture about Java. An variable of a complex data type like your Player must be initialized before you could use it.,1
"Don't worry, I won't. I just wanted to explain my downvote.",1
i have add the sys.designer and sys.mangmt referrance and still the same prblem thnx aphelion,1
"I want to send the list<int> through TCP, and I've already get the server and client connected. Now, I need send the list<int> data from client to server. I know the method send() is based on char* or char[]. I don't know how to deal with list<int>. Thank you very much",1
please put PopupContact(); content,1
"@ElektroStudios I didn't say use ClassicShell, I said *do what it does*",1
This sounds like an excellent opportunity to learn.,1
I want to get 123.,1
"@JonStirling __1,5,8,4,9__ is a string and i wanting it to the string __'1','5','8','4','3'__",1
@Juhana it's 11....,1
You mean use \Redirect;,1
"Even if you're using kotlin extensions, you need to access the recyclerview through the recently inflated view.",1
Since you haven't told us to which language you're referring we have no way of knowing. But in *some* languages it's a boolean and operator.,1
abstract methods can only be defined in abstract classes.,1
"An alternate image doesn't help, it just scales that image 2x and looks blurry.",1
"If you reverse the order of operations (which is *really* easy with this ""algorithm""), you find that the C# result of `33059234775` correctly reverses to `3`. The C++ result, however, does not. I would investigate the C++ `pow(pass, 3.0)` line.",1
Why didn't you output the values of `argv`?  That would have answered your own question.,1
Usually get this type of error when there are different versions of frameworks/assemblies being used. Double check that all version numbers are consistent throughout your projects.,1
"On which line do you get the error? Btw, you should never just try and suppress errors.",1
"@ColonelPanic yes, but that's not what was asked here.",1
"I've tried searching on google and I've tried many different methods but they do not seem to work for me as I'm using an array variable. I've also used $_POST[$row['myfield']]; 
$_POST[""{$row['myfield']}""]; 
$_POST[""$row[myfield]""];",1
"Okay guys,I reedit it.Sorry for not asking something well explained.And it's not a school's project,it is a project I'm trying to do for my own.Thanks.",1
"GetTickCount can roll over, don't use it for long-running events. And being rude to people trying to help you guarantees no one will answer your question.",1
Try to read this https://msmvps.com/blogs/jon_skeet/archive/2010/08/29/writing-the-perfect-question.aspx,1
Any comments on the downvotes?,1
"`""(...)the next exercise which involves yet another horrible hack.""` If you yourself admit that your learning source is no good, then you should look for other learning sources.",1
"this is off topic, it has nothing to do with the behavior of 'rand()'. The latter is supposed to provide normally distributed set  of values. Any arithmetic operation on the result of it should provide a random result. '%' is such an operation.",1
Wait... What is the question?,1
"Where is your code, what have you tried?",1
"@AshwiniChaudhary Why shouldn't I worry about space, above is a toy example with list of limited length.",1
Even i am not aable to reproduce the error. Check it : http://ideone.com/XrZYxU,1
System has a capital s,1
"If you only care about existence/non-existence of rows, I'd explicitly warn *against* using `COUNT(*)`, since it has to process the *entire* table to compute the result (whereas `TOP 1` or `EXISTS` can stop after a single matching row has been found)",1
Your code is correct. You are also correct that it depends on your JVM's time zone and for the same `Date` object will produce differnt results in different time zones. Exactly therefore you need to specify for which time zone you want the result.,1
It's impossible with regex.,1
